id,anio,autor_principal,relacion,doi,titulo_oficial,autores,n_autores,revista,issn,editorial,tipo_publicacion,volumen,numero,paginas,fecha_publicacion,citas_crossref,citas_openalex,n_referencias,acceso_abierto,licencia,paises_openalex,instituciones_openalex,conceptos_openalex,financiacion,openalex_id,fuente_metadatos
182,2026,Dong,C,10.1177/21582440261425921,Mapping Research on Music Education Faculty Structure in Higher Education (1980–2025): A Bibliometric Analysis,"Shujia Dong (Mahasarakham University, Kantharawichai, Maha Sarakham, Thailand) | Sayam Chuangprakhon (Mahasarakham University, Kantharawichai, Maha Sarakham, Thailand) | Qianqian Liu (Mahasarakham University, Kantharawichai, Maha Sarakham, Thailand) | Wang Guangguo (Yancheng Teachers University, Jiangsu, China)",4,Sage Open,"2158-2440,2158-2440",SAGE Publications,journal-article,16,1,,2026-1,1,1,83,True,https://creativecommons.org/licenses/by-nc/4.0/,"CN,TH",Mahasarakham University; Yancheng Teachers University,Higher education(0.77); Sociology(0.57); Restructuring(0.55); Thematic analysis(0.55); Music education(0.51); Scopus(0.43),Mahasarakham University,W7130647134,crossref+openalex
183,2024,Hamash,C,10.3390/educsci14040365,Breaking through Barriers: A Systematic Review of Extended Reality in Education for the Visually Impaired,"Mahmoud Hamash (Institute of Education, School of STEM Education, Innovation and Global Studies, Dublin City University, D09 YT18 Dublin, Ireland) | Hanan Ghreir (School of Educational Studies, Universiti Sains Malaysia, Pulau Pinang 11800, Malaysia) | Peter Tiernan (Institute of Education, School of STEM Education, Innovation and Global Studies, Dublin City University, D09 YT18 Dublin, Ireland)",3,Education Sciences,2227-7102,MDPI AG,journal-article,14,4,365,2024-3-29,28,29,79,True,https://creativecommons.org/licenses/by/4.0/,"IE,MY",Dublin City University; Universiti Sains Malaysia,Visually impaired(0.61); Psychology(0.50); Cognitive psychology(0.39); Human–computer interaction(0.28); Computer science(0.25),,W4393353172,crossref+openalex
184,2025,ValenzuelaRios,D,10.1108/EISFL-12-2025-0073,From intuition to knowledge: the scientific consolidation of management consulting,"Sheydi Valenzuela Ríos (Pontificia Universidad Católica del Perú , ,) | Lesly Katerine Cisneros Regalado (Pontificia Universidad Católica del Perú , ,) | Hector De La Cruz Bojorquez (Pontificia Universidad Católica del Perú , ,) | Kevin Ramos Bonifacio (Pontificia Universidad Católica del Perú , ,)",4,Education Innovations: Systems and Future Learning,2978-3151,Emerald,journal-article,1,1,199-217,2026-4-21,0,0,22,False,https://creativecommons.org/licences/by/4.0/,PE,Pontificia Universidad Católica del Perú,Scopus(0.75); Thematic analysis(0.52); Bibliometrics(0.49); Systematic review(0.48); Thematic map(0.47); Engineering ethics(0.42),,W7155206602,crossref+openalex
185,2025,Omer,C,10.30967/IJCRSET/Altyeb-Ali-Abaker-Omer/208,"Evaluating the Use of VOSviewer in Bibliometric and Science-Mapping Studies: Trends, Current State and Future Directions",Altyeb Ali Abaker Omer | Ibrahim Issa Mohamed Issa | Yousif Yahia Ahmed Abuker | Suhail Asad,4,"International Journal of Current Research in Science, Engineering &amp; Technology",2581-4311,United Research Forum,journal-article,8,4,483-497,2025-12-19,2,1,0,True,,CN,Puer University,State (computer science)(0.51); Computer science(0.49); Current (fluid)(0.45); Field (mathematics)(0.36); Key (lock)(0.31); Engineering(0.31),,W7134833783,crossref+openalex
186,2023,Mazlan,B,10.30935/cedtech/13622,Exploring the integration of bite-sized learning: A scoping review of research in education and related disciplines,"Chamil Arkhasa Nikko Mazlan (Universiti Pendidikan Sultan Idris, Tanjung Malim, Perak, MALAYSIA) | Mohd Hassan Abdullah (Universiti Pendidikan Sultan Idris, Tanjung Malim, Perak, MALAYSIA) | Mohd Azam Sulong (Universiti Pendidikan Sultan Idris, Tanjung Malim, Perak, MALAYSIA) | Ashardi Abas (Universiti Pendidikan Sultan Idris, Tanjung Malim, Perak, MALAYSIA) | Mohamad Rohieszan Ramdan (Universiti Pendidikan Sultan Idris, Tanjung Malim, Perak, MALAYSIA) | Abdul Rahman Safian (Universiti Pendidikan Sultan Idris, Tanjung Malim, Perak, MALAYSIA) | Dayang Rafidah Syariff M. Fuad (Universiti Pendidikan Sultan Idris, Tanjung Malim, Perak, MALAYSIA)",7,Contemporary Educational Technology,1309-517X,Bastas Publications,journal-article,15,4,ep468,2023-10-1,19,22,75,True,,MY,Sultan Idris Education University,Personalization(0.67); Scopus(0.65); Educational technology(0.52); Psychology(0.46); Music education(0.44); Active learning (machine learning)(0.43),,W4386226103,crossref+openalex
187,2023,Palupi,D,10.31629/jg.v8i2.6619,Research on spatial reasoning in mathematics education:  Trend and opportunity,Evangelista LW Palupi | Dwi Juniati | Siti Khabibah,3,Jurnal Gantang,2746-8453,Universitas Maritim Raja Ali Haji,journal-article,8,2,113-123,2023-12-31,1,2,0,True,http://creativecommons.org/licenses/by-nc-sa/4.0,ID,Universitas Negeri Surabaya,Mathematics education(0.66); Spatial intelligence(0.65); Spatial ability(0.61); Context (archaeology)(0.60); Scopus(0.49); Intervention (counseling)(0.48),,W4392837328,crossref+openalex
188,2026,Rodas-Coloma,D,10.3389/feduc.2026.1716735,From virality to pedagogy: a systematic and comprehensive review of TikTok's educational use in South America,Alicia Rodas-Coloma (Universidad de Salamanca) | Marcos Cabezas-González (Universidad de Salamanca) | Sonia Casillas-Martín (Universidad de Salamanca) | Pedro Nevado-Batalla Moreno (Universidad de Salamanca),4,Frontiers in Education,2504-284X,Frontiers Media SA,journal-article,11,,,2026-2-20,0,0,67,True,https://creativecommons.org/licenses/by/4.0/,ES,Universidad de Salamanca,CLARITY(0.68); Thematic analysis(0.51); Affordance(0.50); Inclusion (mineral)(0.47); Psychological intervention(0.47); Indigenous(0.42),,W7130654728,crossref+openalex
189,2026,Li,B,10.3389/feduc.2026.1744952,21st-century skills in vocal pedagogy: a scoping review,"Wei Li (Department of Music and Music Education, Sultan Idris Education University) | Chamil Arkhasa Nikko Mazlan (Department of Music and Music Education, Sultan Idris Education University; Faculty of Music, National Academy of Arts, Culture and Heritage) | Abdul Rahman Safian (Department of Music and Music Education, Sultan Idris Education University)",3,Frontiers in Education,2504-284X,Frontiers Media SA,journal-article,11,,,2026-3-11,5,4,60,True,https://creativecommons.org/licenses/by/4.0/,"MY,US","Sultan Idris Education University; Perfect Harmony Health; National Academy of Arts, Culture and Heritage",Curriculum(0.61); Pedagogy(0.59); Interdependence(0.58); Inclusion (mineral)(0.55); Psychology(0.49); Conceptual framework(0.41),,W7134916808,crossref+openalex
190,2026,AlAmri,C,10.3389/feduc.2026.1819092,Systematic literature review: gamification in teacher professional training (2019–2025),"Fatima Al Amri (Curriculum and Instructional Technology Department, Faculty of Education, Universiti Malaya) | Norlidah Alias (Curriculum and Instructional Technology Department, Faculty of Education, Universiti Malaya) | Dorothy DeWitt (Curriculum and Instructional Technology Department, Faculty of Education, Universiti Malaya)",3,Frontiers in Education,2504-284X,Frontiers Media SA,journal-article,11,,,2026-5-25,0,0,51,True,https://creativecommons.org/licenses/by/4.0/,MY,University of Malaya,Systematic review(0.76); Implementation(0.60); Competence (human resources)(0.60); Inclusion (mineral)(0.60); Professional development(0.57); Psychology(0.48),,W7162286309,crossref+openalex
191,2026,Lu,C,10.3389/fpsyg.2026.1822041,Effect of music on anxiety among adolescents: a systematic review,"Yingjie Lu (Department of Music, Faculty of Human Ecology, Universiti Putra Malaysia) | Joanne Pei Sze Yeoh (Department of Music, Faculty of Human Ecology, Universiti Putra Malaysia) | Kim Geok Soh (Department of Sports Studies, Faculty of Educational Studies, Universiti Putra Malaysia) | Xutao Liu (School of Physical Education, Jiangsu University of Science and Technology)",4,Frontiers in Psychology,1664-1078,Frontiers Media SA,journal-article,17,,,2026-7-15,0,0,44,True,https://creativecommons.org/licenses/by/4.0/,"CN,MY",Universiti Putra Malaysia; Jiangsu University of Science and Technology,Anxiety(0.77); Psychology(0.75); Psychological intervention(0.71); Intervention (counseling)(0.65); Clinical psychology(0.57); Randomized controlled trial(0.46),,W7168412785,crossref+openalex
192,2026,Fante,C,10.3389/fpsyg.2026.1853717,Neuroscience meets the classroom: a scoping review of translational research in educational neuroscience (2015–2025),"Chiara Fante (Institute for Educational Technology (ITD), National Research Council (CNR)) | Flavio Manganello (Institute for Educational Technology (ITD), National Research Council (CNR))",2,Frontiers in Psychology,1664-1078,Frontiers Media SA,journal-article,17,,,2026-7-7,0,0,72,True,https://creativecommons.org/licenses/by/4.0/,RO,National Research Council,Psychology(0.69); Translational research(0.67); Fidelity(0.64); Inclusion (mineral)(0.51); Narrative(0.50); Knowledge translation(0.50),,W7167612871,crossref+openalex
193,2026,Wang,B,10.3389/fpsyg.2026.1866711,AI-driven psychological and cognitive decision processes in professional practice: a systematic review using music teachers as an instrumental case,"Yuchen Wang (The Graduate School Arts & Culture, Sangmyung University; School of Music and Dance, Yichun Early Childhood Teachers College) | Yanqing Lan (School of Music and Dance, Yichun Early Childhood Teachers College)",2,Frontiers in Psychology,1664-1078,Frontiers Media SA,journal-article,17,,,2026-6-15,0,0,32,True,https://creativecommons.org/licenses/by/4.0/,"CN,KR",Sangmyung University; Yichun University,Psychology(0.78); Cognition(0.58); Agency (philosophy)(0.57); Perception(0.54); Quality (philosophy)(0.49); Professional development(0.49),,W7164829581,crossref+openalex
194,2026,Zhu,B,10.3389/fpsyg.2026.1892285,"Mechanisms and outcomes of flipped music education: a conceptual framework linking self-directed learning, collaboration, and student wellbeing","Qisen Zhu (Faculty of Education, University Kebangsaan Malaysia) | Jinglong Li (Department of Industrial Design, Faculty of Design and Architecture, University Putra Malaysia)",2,Frontiers in Psychology,1664-1078,Frontiers Media SA,journal-article,17,,,2026-7-23,0,0,31,True,https://creativecommons.org/licenses/by/4.0/,SI,Faculty of Design,Psychology(0.76); Conceptual framework(0.68); Music education(0.55); Cognition(0.44); Scholarship(0.44); Concept learning(0.42),,W7170146402,crossref+openalex
195,2026,Yin,D,10.3389/fspor.2026.1901612,From injury prevention to standardized scoring: a bibliometric analysis of thematic evolution and emerging trends in the development of the breakdance competition system (1984–2026),"Hang Yin (Faculty of Education, Thailand National Sport University , Chonburi Campus) | Xi Ling (School of Physical Education, Qujing Normal University; Faculty of Education, Silpakorn University, Sanam Chandra Palace Campus)",2,Frontiers in Sports and Active Living,2624-9367,Frontiers Media SA,journal-article,8,,,2026-7-28,0,0,68,True,https://creativecommons.org/licenses/by/4.0/,"CN,TH",Burapha University; Qujing Normal University; Silpakorn University,Scopus(0.70); Competition (biology)(0.65); Bibliometrics(0.53); Political science(0.49); Thematic analysis(0.46); Library science(0.41),,W7171528847,crossref+openalex
196,2025,Achmadi,D,10.18280/ijsdp.200907,Mapping Global Trends and Emerging Themes in Learning Evaluation for Quality Education (SDG 4): A Bibliometric Analysis,Achmadi | Mukhamad Zulianto | Ikhwan Ruslianto | Munawar Thoharudin,4,International Journal of Sustainable Development and Planning,"1743-7601,1743-761X",International Information and Engineering Technology Association,journal-article,20,9,3717-3730,2025-9-30,1,1,0,True,http://iieta.org/sites/default/files/TEXT%20AND%20DATA%20MINING%20SERVICE%20AGREEMENT.pdf,,,Quality (philosophy)(0.44); Knowledge management(0.39); Bibliometrics(0.37); Sociology(0.37); Higher education(0.35); Computer science(0.33),,W4415951795,crossref+openalex
197,2025,Multani,C,,,,,,,,,,,,,,,,,,,,,,,sin_doi
198,2017,Matallaoui,D,,Proceedings of the 50th Hawaii International Conference on System Sciences (2017),,,Proceedings of the ... Annual Hawaii International Conference on System Sciences/Proceedings of the Annual Hawaii International Conference on System Sciences,,,,,,,,,740,0,False,,,,Computer science(0.67); Data science(0.36),,W2509254371,openalex(title)
199,2025,Liu,D,10.2196/preprints.84695,How Multi-modal GenAI Helps Older Adults with Health Management? A Systematic Scoping Review (Preprint),Ting Liu | Yiming Taclis Luo | Patrick Cheong-Iao Pang | Haopeng Zhang | Ao Xiang | Qin Yang,6,,,JMIR Publications Inc.,posted-content,,,,2025-9-23,1,1,0,True,,,,Gerontology(0.48); Cognition(0.47); Digital health(0.45); Adaptability(0.42); Mental health(0.42); Psychology(0.41),,W4414475919,crossref+openalex
200,2024,Guspian,C,10.51574/jrip.v4i3.2059,Analisis Perkembangan Teknologi dan Tren Terkini Pada Platform Metaverse dalam Pendidikan: Perspektif Manajerial,Iza Guspian | Indah Noviyanti | Ary Fakturrachman Aryansyah,3,Jurnal Riset dan Inovasi Pembelajaran,"2776-8872,2776-1959",Education and Talent Development Center Indonesia (ETDC Indonesia),journal-article,4,3,1697-1714,2024-10-29,0,0,55,True,https://creativecommons.org/licenses/by/4.0,ID,University of Bangka Belitung,Computer science(0.24),,W4407047109,crossref+openalex
201,2025,Suripah,D,10.23947/2334-8496-2025-13-1-97-116,Research Trends in Scopus Database on Technological Innovation in the Process of Mathematics Learning: A Bibliometric Analysis,Suripah | Heri Retnawati | Zetriuslita | Zafrullah | Riyan Hidayat,5,"International Journal of Cognitive Research in Science, Engineering and Education (IJCRSEE)",2334-8496,FSFEI HE Don State Technical University,journal-article,13,1,97-116,2025-4-29,2,2,56,True,https://creativecommons.org/licenses/by/4.0,"ID,MY",Islamic University of Riau; Yogyakarta State University; Universiti Putra Malaysia,Scopus(0.83); Dominance (genetics)(0.61); Mathematics education(0.50); Process (computing)(0.46); Bibliometrics(0.46); Computer science(0.36),,W4409908739,crossref+openalex
202,2025,Mazlan,B,,,,,,,,,,,,,,,,,,,,,,,sin_doi
203,2024,Yi,A,10.1007/s10462-023-10637-7,The key artificial intelligence technologies in early childhood education: a review,Honghu Yi | Ting Liu | Gongjin Lan,3,Artificial Intelligence Review,"0269-2821,1573-7462",Springer Science and Business Media LLC,journal-article,57,1,,2024-1,66,78,160,True,https://www.springernature.com/gp/researchers/text-and-data-mining,"CN,NL",Guangzhou University; Pingxiang University; Vrije Universiteit Amsterdam; Southern University of Science and Technology,Computer science(0.61); Key (lock)(0.52); Perspective (graphical)(0.50); Data science(0.49); Emerging technologies(0.44); Autism spectrum disorder(0.42),Basic and Applied Basic Research Foundation of Guangdong Province,W4390664173,crossref+openalex
207,2025,Ekin,C,10.1007/s10639-024-13225-6,Artificial intelligence in education: A text mining-based review of the past 56 years,Cansu Cigdem Ekin | Ömer Faruk Cantekin | Elif Polat | Sinan Hopcan,4,Education and Information Technologies,"1360-2357,1573-7608",Springer Science and Business Media LLC,journal-article,30,9,11971-12013,2025-1-8,10,9,130,False,https://www.springernature.com/gp/researchers/text-and-data-mining,TR,Atilim University; Gazi University; Istanbul University-Cerrahpaşa,Educational technology(0.61); Computer science(0.44); Data science(0.40); Mathematics education(0.39); Artificial intelligence(0.35); Psychology(0.28),,W4406152761,crossref+openalex
208,2024,Feng,C,10.1007/s11423-024-10398-2,Is metaverse a buzzword in education? Insights from a systematic review,Shihui Feng | Xin Xu | Shanghao Li | Ze Li | David Gibson,5,Educational technology research and development,"1042-1629,1556-6501",Springer Science and Business Media LLC,journal-article,72,6,3349-3390,2024-7-6,12,13,57,True,https://www.springernature.com/gp/researchers/text-and-data-mining,"AU,CN,HK,US",University of Hong Kong; Beijing Academy of Artificial Intelligence; East China Normal University; University of Illinois Chicago; Curtin University,Metaverse(0.77); Educational technology(0.61); Computer science(0.46); Instructional design(0.45); Data science(0.42); Sociology(0.31),,W4400380389,crossref+openalex
209,2026,Samala,C,10.1007/s11528-026-01168-3,"A Comprehensive Bibliometric-Systematic Literature Review (B + SLR) of Microlearning Research: Mapping Global Trends, Applications, and Challenges in Education and Training",Agariadne Dwinggo Samala | Aidi Ahmi | Febri Prasetya | Georgios Lampropoulos | Soha Rawas | Kai-Yu Tang | Mustafa Fidan | Fadhli Ranuharja | Putra Jaya,9,TechTrends,"8756-3894,1559-7075",Springer Science and Business Media LLC,journal-article,70,2,495-529,2026-2-19,2,2,161,False,https://www.springernature.com/gp/researchers/text-and-data-mining,"GR,ID,LB,MY,TR,TW",State University of Padang; Northern University of Malaysia; International Hellenic University; Beirut Arab University; Ming Chuan University; Bartin University,Scopus(0.79); Inclusion (mineral)(0.55); Citation(0.54); Thematic analysis(0.51); Knowledge management(0.42); Higher education(0.41),Lembaga Penelitian dan Pengabdian Masyarakat Universitas Negeri Padang,W7130509572,crossref+openalex
210,2026,Dorfer,D,10.1007/s35834-026-00563-3,Out-of-field teaching—An opportunity for cross-curricular teaching in a complex world?—A scoping review,Romana Dorfer | James Loparics | Bettina Krepper | Laura Seiler,4,Zeitschrift für Bildungsforschung,"2190-6890,2190-6904",Springer Science and Business Media LLC,journal-article,,,,2026-8-3,0,0,75,True,https://creativecommons.org/licenses/by/4.0/deed.de,AT,Johannes Kepler University of Linz,Disadvantaged(0.67); Equity (law)(0.51); Professional development(0.44); Pedagogy(0.42); Medical education(0.40); Psychology(0.40),Johannes Kepler University Linz,W7172280311,crossref+openalex
211,2025,Ramirez-Montoya,D,10.1186/s40561-025-00409-x,Technologies and strategies in collaborative online international learning: systematic literature mapping,María Soledad Ramírez-Montoya | Hugo Rozo-García,2,Smart Learning Environments,2196-7091,Springer Science and Business Media LLC,journal-article,12,1,,2025-10-13,5,5,75,True,https://creativecommons.org/licenses/by/4.0,"CO,ES",Universidad Europea de Madrid; Universidad de La Sabana,Categorization(0.76); Scopus(0.68); Systematic review(0.60); Knowledge management(0.59); Computer science(0.50); Data science(0.45),,W4415114824,crossref+openalex
212,2025,Llerena,D,10.1007/s40692-025-00360-3,Evaluating the usability of open source software tools in e-learning: a systematic mapping study and case study,Lucrecia Llerena | John W. Castro | Nancy Rodriguez,3,Journal of Computers in Education,"2197-9987,2197-9995",Springer Science and Business Media LLC,journal-article,13,1,355-388,2025-7-23,0,0,57,False,https://www.springernature.com/gp/researchers/text-and-data-mining,"CL,EC",Universidad Técnica Estatal de Quevedo; University of Atacama,Usability(0.81); Computer science(0.64); Open source software(0.56); Open source(0.51); Pluralistic walkthrough(0.44); Software(0.42),Universidad Técnica Estatal de Quevedo,W4412582855,crossref+openalex
213,2025,Mazlan,C,10.1057/s41599-025-04847-3,Music in cultural tourism: insights from a dual approach of scoping review and bibliometric analysis,Chamil Arkhasa Nikko Mazlan | Mohd Hassan Abdullah | Nor Shuradi Nor Hashim | Nurulakmal Abdul Wahid,4,Humanities and Social Sciences Communications,2662-9992,Springer Science and Business Media LLC,journal-article,12,1,,2025-4-13,14,14,108,True,https://creativecommons.org/licenses/by-nc-nd/4.0,MY,"Sultan Idris Education University; National Academy of Arts, Culture and Heritage",Dual (grammatical number)(0.70); Tourism(0.57); Sociology(0.38); Data science(0.34); Geography(0.24); Computer science(0.23),Kementerian Pendidikan Malaysia; Kementerian Pendidikan Malaysia; Kementerian Pendidikan Malaysia; Kementerian Pendidikan Malaysia,W4409384708,crossref+openalex
214,2026,Aldhaheri,D,10.1007/s44217-026-01122-8,A bibliometric analysis of electroencephalography studies on second Language processing from 2010 to 2024,Talal A. Aldhaheri | Sonali B. Kulkarni | Yasser M. Alrefaee,3,Discover Education,2731-5525,Springer Science and Business Media LLC,journal-article,5,1,,2026-1-20,0,0,69,True,https://creativecommons.org/licenses/by-nc-nd/4.0,"GB,IN,RO",1 Decembrie 1918 University; Dr. Babasaheb Ambedkar Marathwada University; Education Scotland,Neurocognitive(0.85); Cognition(0.60); Cognitive psychology(0.51); Electroencephalography(0.50); Psychology(0.49); Age of Acquisition(0.46),,W7125039450,crossref+openalex
216,2025,Saefan,D,10.21203/rs.3.rs-7428847/v1,Programming Languages for AI Readiness and Creativity Enhancement in Education: A Systematic Literature Review,Joko Saefan (Universitas PGRI Semarang) | Siti Wahyuni (Universitas Negeri Semarang) | Bambang Subali (Universitas Negeri Semarang) | Hartono (Universitas Negeri Semarang),4,Research Square,,Springer Science and Business Media LLC,posted-content,,,,2025-8-25,0,0,0,True,https://creativecommons.org/licenses/by/4.0/,ID,Universitas PGRI Semarang; State University of Semarang,Creativity(0.78); Systematic review(0.56); Psychology(0.40); Computer science(0.40); Political science(0.19); Social psychology(0.11),,W4413539682,crossref+openalex
217,2026,Zhang,D,10.1177/20552076261436251,From algorithms to clinical execution: A cross-validated knowledge atlas of AI-enabled precision care (2015–2025),"Boxiang Zhang (The Affiliated Cancer Hospital of Xinjiang Medical University) | Lucy Yue Lau (Harvard Medical School) | Kuan Wang (Department of Gastrointestinal Surgery, The Affiliated Cancer Hospital of Xinjiang Medical University, Urumqi, China) | Kejin Li (Nanfang Hospital, Southern Medical University) | Boyang Li (The First Affiliated Hospital of Zhengzhou University) | Zehao Hong (The First Affiliated Hospital of Zhengzhou University) | Richard J. Aldridge (University of Minnesota) | Elizabeth A. Whitmore (University of Minnesota) | Zeliang Zhao (Department of Gastrointestinal Surgery, The Affiliated Cancer Hospital of Xinjiang Medical University, Urumqi, China) | Yi Chen (The Affiliated Cancer Hospital of Xinjiang Medical University; Harvard Medical School)",10,DIGITAL HEALTH,"2055-2076,2055-2076",SAGE Publications,journal-article,12,,,2026-2,2,2,59,True,https://creativecommons.org/licenses/by-nc/4.0/,"CN,US",Xinjiang Medical University; Harvard University; Tumor Hospital of Xinjiang Medical University; Nanfang Hospital; Southern Medical University; First Affiliated Hospital of Zhengzhou University; University of Minnesota System,Interpretability(0.88); Computer science(0.58); Thematic map(0.56); Data science(0.52); Scopus(0.50); Field (mathematics)(0.44),Natural Science Foundation of Xinjiang Uygur Autonomous Region,W7138915831,crossref+openalex
218,2026,Zhu,B,10.1177/21582440261457887,Technology-Enhanced Strategies to Address Learning Needs in Undergraduate Music Theory: A Systematic Review,"Qisen Zhu (University Kebangsaan Malaysia, Selangor, Malaysia) | Khairul Azhar Jamaludin (University Kebangsaan Malaysia, Selangor, Malaysia) | Jinglong Li (Universiti Putra Malaysia, Serdang, Malaysia)",3,Sage Open,"2158-2440,2158-2440",SAGE Publications,journal-article,16,3,,2026-7,0,0,42,True,https://creativecommons.org/licenses/by-nc/4.0/,MY,Universiti Putra Malaysia,Inclusion (mineral)(0.60); Curriculum(0.60); Music education(0.53); Pedagogy(0.47); Key (lock)(0.46); Psychology(0.44),,W7131064728,crossref+openalex
219,2026,Xiao,B,10.1016/j.actpsy.2026.107215,Technology-enhanced studio design and creative musicianship: Exploring self-efficacy and motivational moderators,Shiyi Xiao | Atif Saleem,2,Acta Psychologica,0001-6918,Elsevier BV,journal-article,268,,107215,2026-8,0,0,56,True,https://www.elsevier.com/tdm/userlicense/1.0/,"IE,TH",Mahidol University; University of Limerick,Psychology(0.75); Studio(0.48); Creativity(0.41); Social psychology(0.40); Design studio(0.39); Applied psychology(0.33),,W7163884665,crossref+openalex
220,2026,Ramoneda,A,10.1016/j.eswa.2026.132088,Difficulty-aware score generation for piano sight-reading,Pedro Ramoneda | Masahiro Suzuki | Akira Maezawa | Xavier Serra,4,Expert Systems with Applications,0957-4174,Elsevier BV,journal-article,321,,132088,2026-7,0,0,62,True,https://www.elsevier.com/tdm/userlicense/1.0/,"ES,JP",Universitat Pompeu Fabra; Yamaha (Japan),Piano(0.74); Mathematics(0.43); Computer science(0.37); Artificial intelligence(0.35); Speech recognition(0.33); Natural language processing(0.27),España Ministerio de Ciencia e Innovación; Yamaha,W7139982317,crossref+openalex
221,2026,Quan,D,10.1016/j.actpsy.2026.107024,Attentional effects on affect and prefrontal activation during high-intensity exercise with music,Yixue Quan | Kirk N. Olsen | William Forde Thompson,3,Acta Psychologica,0001-6918,Elsevier BV,journal-article,267,,107024,2026-7,1,1,111,True,https://www.elsevier.com/tdm/userlicense/1.0/,AU,Macquarie University; Bond University,Psychology(0.75); Valence (chemistry)(0.61); Affect (linguistics)(0.61); Cognition(0.54); Cognitive psychology(0.51); Perception(0.50),China Scholarship Council; Macquarie University; Australian Research Council,W7162450969,crossref+openalex
222,2026,Prasanna,A,10.1016/j.cej.2026.178140,Gesture-controlled musical interface enabled mechano-electric transducer using intrinsic hybrid nanogenerator,Asokan Poorani Sathya Prasanna | Monunith Anithkumar | Arul Saravanan Raaju Sundhar | Thanjan Shaji Bincy | Kwi-Il Park | Nagamalleswara Rao Alluri | Sang-Jae Kim,7,Chemical Engineering Journal,1385-8947,Elsevier BV,journal-article,542,,178140,2026-8,0,0,39,False,https://www.elsevier.com/tdm/userlicense/1.0/,KR,Jeju National University; Kyungpook National University,Transducer(0.70); Interface (matter)(0.55); Nanogenerator(0.51); Acoustics(0.50); Musical(0.49); Materials science(0.47),"Ministry of Science and ICT, South Korea; National Research Foundation of Korea",W7163734154,crossref+openalex
223,2026,Wu,B,10.1016/j.sasc.2026.200554,Intelligent choreography movement sequence generation and optimization based on deep reinforcement learning,Chuling Wu,1,Systems and Soft Computing,2772-9419,Elsevier BV,journal-article,9,,200554,2026-12,0,0,36,True,https://www.elsevier.com/tdm/userlicense/1.0/,CN,Quanzhou Normal University,Computer science(0.65); Artificial intelligence(0.65); Sequence (biology)(0.52); Movement (music)(0.51); Reinforcement learning(0.50); Computer vision(0.36),,W7168122004,crossref+openalex
224,2026,Ren,B,10.1016/j.actpsy.2026.107648,"Generative AI in music learning: A mixed-method study of skill development, AI dependence, and the moderating role of AI literacy",Yanran Ren | Safeer Ullah Khan,2,Acta Psychologica,0001-6918,Elsevier BV,journal-article,270,,107648,2026-10,0,0,88,True,https://www.elsevier.com/tdm/userlicense/1.0/,CN,Wuhan Business University; Wuhan Technology and Business University; Shenzhen University,Psychology(0.70); Literacy(0.57); Generative grammar(0.50); Cognitive psychology(0.42); Cognitive science(0.36); Generative model(0.33),,W7203670741,crossref+openalex
225,2026,Luo,C,10.1016/j.actpsy.2026.106249,Research on the acceptance of Chinese traditional music and student cultural identity differences under Chinese and Western music education models,Yujing Luo | Rui Wang,2,Acta Psychologica,0001-6918,Elsevier BV,journal-article,263,,106249,2026-3,0,0,55,True,https://www.elsevier.com/tdm/userlicense/1.0/,KR,Baekseok Arts University; Baekseok University,Structural equation modeling(0.72); Mediation(0.58); Music education(0.58); Psychology(0.53); Cultural identity(0.52); Conformity(0.48),Baekseok University,W7125383408,crossref+openalex
226,2026,Deng,A,10.1016/j.actpsy.2026.106264,AI-driven emotional intelligence in piano education: Deep learning models for expressive performance coaching,Xiaodong Deng,1,Acta Psychologica,0001-6918,Elsevier BV,journal-article,263,,106264,2026-3,4,4,35,True,https://www.elsevier.com/tdm/userlicense/1.0/,CN,Shenyang Conservatory of Music,Piano(0.89); Psychology(0.70); Coaching(0.61); Emotional intelligence(0.60); Cognitive psychology(0.50); Expressivity(0.47),,W7124832005,crossref+openalex
